Score,Text
2.0,"I had read reviews discussing how tiny these earrings are, but was still surprised when I opened them. I would almost say the size is more appropriate for a child, but the design would not be appropriate for a child. They are made well, pretty, but know that these are really tiny earrings."
2.0,These earrings are much smaller than the picture indicates. They are cute but the price is too high for the quality you receive.
2.0,I was surprised to see these when they arrived. The picture is misleading - it would be helpful to put something else in the picture to give the buyers a better idea of just how small this item truly is.
5.0,"These earrings are dainty and cute. If you are looking for something bold and striking, I would not recommend them. They are about 20mm in the length, fairly small. The amethysts are a beautiful color and look perfect with the 14k gold. I bought these as a gift for my mom and I think they are a steal for under $40."
3.0,"They're very pretty. They are, however, a little smaller than I expected. It's hard to get an idea of the size from the picture."
,"I bought these originally for a gift and after they arrived I decided that I could find something else to give as a gift, that I wanted them for myself. I have metal allergies and these don't affect me at all. The blue topaz are absolutely beautiful and I got them for only $40. I think I got a great deal for a beautiful pair of earrings."
5.0,"Yes, they are small, but they are very nice at that size. I like the intense color of the stones and the balance-they dangle beautifuly."
5.0,"These earrings are so beautiful! The blue is very clear and the stone is wonderful and reflects different colors in certain light. I bought this as a gift, but liked it so much that I am buying a pair for myself!"
4.0,My wife had a blue topaz pendent and I wanted to buy this ear ring set. Worth the every penny that I spent. Highly recommend it.
4.0,thought these would be just bit bigger but i was not mad about that. The only thing bad about them was they look kind of cheap if you dont get them polished you would think tey would have that done before sending it to you but my g/f is happy with them and for 20$ i think i got a goood deal.
5.0,
4.0,"A good deal for the price. If you like the color, these are nice earrings. She'll like them."
5.0,"The color is beautiful sky blue, and the stones are even more shining than the one I bought in Macy's. Very happy with this purchase."
,"My boyfriend gave me these for Christmas and I really love them. They are rather small, but I think they are perfect. I have short hair these days so they are really great about not overwhelming my ears. The stones are just gorgeous, I could stare at them all day. I say they are a great buy. :)"
3.0,"These are nice earrings that are a good value for the money. They are very cute and a decent size, the only thing holding them back is gold coated."
4.0,"The earings are pretty but petty. If you have long earlobes like mine, the earings become loose."
4.0,very good. The color matches the amethyst that I purchased in Brazil. I am glad that I made the purchase.
5.0,"they are beautiful and delicate. i just love the way they sparkle. thanks, amazon!"
,I love wearing these with jeans. They are a very nice earrings. I have gotten several compliments on them. I have the necklace as well. They finish off a nice casual outfit.
5.0,"First of all, the ring doesn't look anything like the picture. It's BETTER! The stones are super sparkly and the gold on the band is nice and substantial, not thin and flimsy. The best part is the stones. They are beautiful; the center stone is maybe around .50 ct and the two side stones are .25. Since they are smaller weight stones, they look very white, and of course have a ton of sparkle. The three stones are set side by side and their fire bounces off each other beautifully. However, the total carat weight is 1 ct, so the ring will fit better on smaller hands. I have a size 5 finger, and it looks great, but I'd think a size 6 is the most you can go unless you like very petite rings. The 2 ct. ring would be perfect for the larger sizes. Definitely a keeper."
2.0,These photograph well but are rather cheap-looking up close. For what I paid I expected better craftsmanship.
1.0,Product never reached me...waited for a month...at least managed to get money back...
3.0,"The earrings are solidly constructed, don't dangle much, don't sway, and are a nice touch for most outfits. That said, I wouldn't have paid $30 for them if I'd seen them in a store. The quality is good, and I've never had any problems what so ever with the Amazon collection, but they don't look as high quality as they should."
,"The wife ordered these to wear on St. Patricks Day, but will wear them many more times! She is very pleased with the quality, style, and the size. The Celtic pattern is beautiful, and the square design is unique. She likes that they are stationary on the ear instead of bouncing around. The fish-hook is not her favorite, but they seem to disappear behind the lobe, which is a good thing! The size of the square design is on the small side, but is still noticable and pretty. The quality of the sterling silver cutouts is well executed and clean, making the earrings look more expensive than they were!"
4.0,Good design - nice looking- they dont dangle - they are stiff -not big-not small- right size- V light. I got it with the pendent - and something that u can wear with any thing - and u will be set. Nice buy
4.0,"The earrings are a little smaller than expected, but besides that the are very nice. The design is eye catching. They are nice enough to order a second pair for a friend. She loved them. The only thing you have to keep in mind when you put on the earnings is to press the loop to close it a little so the earrings don't come off. I almost lost one the first time I put it on"
1.0,These are terrible... I will return them they do not hang well and at the base of the stem it doesn't dangle.. it is all one piece which means as you store them the stem turns and will break ... don't even try it
2.0,The earrings look nice in the pictures. But the ones i got did not look as nice. you can see the where they put them together and the color is dull on those spots. and I don't think mine are that shiny when I got them
4.0,They are great looking!! I love the square design. Can be used with many outfits and are different from the run of the mill everyday earrings.
5.0,
5.0,"Good, I like it, looks nice and charm, is not heavy useful in everyday life, I recommended it to all."
4.0,"I bought these to go with a matching pendant; They are not exactly the same, but look good together and are easy to wear--nice and light so no pull on the ear lobes."
4.0,"I love these earrings. I also bought a matching necklace and I have worn the set almost every day since receiving it. However, the earrings slide out of your ears very easily and I lost one of the earrings almost immediately. I ordered another pair and I now wear them with a stopper on the back side. But other than that one issue, they are fantastic in size, style and quality."
5.0,I bought these earrings to match a necklace. They were just as pretty as the necklace and well made. I will definitely consider this company in the future.
3.0,"These earrings are cute, but they do not look like the picture. First of all they are a bit more rectangle shaped than they appear in the pic, and not nearly as ""substantial""~ meaning they are thinner and not as solid looking. The other thing I did not like is that they are punched through -- so that you can see holes through them. It was hard to tell from the pic, but I thought the design was stamped into a solid/opaque metal backing, but not so. That said, it would be nice if Amazon would provide other views of their earrings, such as a shot of it in someone's ear the way I've seen other websites do. Not sure if I'll keep these, it looks like none of the celtic earrings on Amazon's page are solid the way I would like them to be."
5.0,These earrings are very cute and comfortable. I am on the waitlist for the matching backordered pendant. I hope it comes in soon.
5.0,It should not be mandatory to write a product review It should not be mandatory to write a product review It should not be mandatory to write a product review
5.0,"First of all, the ring doesn't look anything like the picture. It's BETTER! The stones are super sparkly and the gold on the band is nice and substantial, not thin and flimsy. The best part is the stones. They are beautiful; the center stone is maybe around .50 ct and the two side stones are .25. Since they are smaller weight stones, they look very white, and of course have a ton of sparkle. The three stones are set side by side and their fire bounces off each other beautifully. However, the total carat weight is 1 ct, so the ring will fit better on smaller hands. I have a size 5 finger, and it looks great, but I'd think a size 6 is the most you can go unless you like very petite rings. The 2 ct. ring would be perfect for the larger sizes. Definitely a keeper."
5.0,"First of all, the ring doesn't look anything like the picture. It's BETTER! The stones are super sparkly and the gold on the band is nice and substantial, not thin and flimsy. The best part is the stones. They are beautiful; the center stone is maybe around .50 ct and the two side stones are .25. Since they are smaller weight stones, they look very white, and of course have a ton of sparkle. The three stones are set side by side and their fire bounces off each other beautifully. However, the total carat weight is 1 ct, so the ring will fit better on smaller hands. I have a size 5 finger, and it looks great, but I'd think a size 6 is the most you can go unless you like very petite rings. The 2 ct. ring would be perfect for the larger sizes. Definitely a keeper."
5.0,"In January I had a condo fire, and much of my jewelry sat in water for two weeks until I was allowed back in to recover my possessions. I hate the way other jewelry polishes and tarnish removers ruin my nails and make such a mess, so I ordered. It's AMAZING!! It removed all the tarnish and ""grossness"" and cleaned up without harshness, and best of all, was gentle on my hands. The residue of the creme silver polish just rinses off, and I swear my fingers felt softer. The liquid cleaner got all my pearls, as well as my semi-precious gemstones back in tip-top shape. I'm a customer for life!!!"
5.0,I bought this in hoping that it was like a product I had found at a Rodeo a few years back.The product isn't the exact same but it works great and I have been very pleased with it!!!You do have to buy some distilled water to actually mix the liquid but not a big deal.The polish is also a very great product. My silver / gold jewelry is so much cleaner and sparkles a lot more!!!Thank you for a great and quick service. The product made it to me in like 2 days after ordering!!!! Thanks again!!!
5.0,"This is a wonderful jewelry cleaning product that I have used for years. With the new formulation you add your own water to the Pearls solution, so you are not paying for the water only the cleaner. It is a great value and lasts a long time."
4.0,The cleaning paste and liquid do a really good job cleaning jewelry that has been really hard to get clean before.
5.0,"I discovered this product while attending a bridal show, the sellers were doing free cleanings/demonstrations. I was amazed by this stuff, I used to just take my stuff to the jeweler to be cleaned. Not anymore! I can do it at home and more regularly with this care kit. I use a soft bristled toothbrush to apply the cleaner and gently brush all over, I then rinse it and let it soak for a little bit in the blue solution. If a particular piece was especially dirty I let it sit for a few hours before rinsing again and drying. I've tried other jewelry cleaners and this is by far my favorite. The containers may seem small but a little goes a long way. My first care kit lasted me 2+ years."
5.0,I love this cleaner! It leaves my jewelry sparkling and I like that it is very gentle with no harsh chemical smell like many other cleaners. The Radiance 2000 restores an amazing shine to my pieces.
2.0,"These earings are very pretty. I actually bought them to wear for my wedding. When I first got them and tried them on, the metal making up the earring was so soft, the hook to go in the ear bent. It was really dissapointing. I guess I'll only be able to wear them that one day."
4.0,Pendant was good quality and was very pleased with it. Ordered from Amazon on the 11th and received it on the 19th via USPS. Could not track item via USPS tracking number but that could be typical USPS. Did not receive ship notice from Michael until I emailed them.
,"I love that the jewelry I get from Harris Michael also supports important causes! This piece is beautiful, and on my gift list."
4.0,"i gave this necklace to my wife(new mother) for christmas and she loved it, it came in a small box with a built in frame that i put a small photo of her and my daughter in. thanks you, would buy from again!"
,"The stone is a more subdued blue than it shows in the picture, but that could be due to my monitor more than any misrepresentation. The band is thick enough to feel very sturdy without feeling bulky. The prongs holding the stones do not snag at all (which is a problem I commonly have with cheaper jewelry). The stones have a wonderful sparkle. Overall, it's a gorgeous ring!"
5.0,PLEASE GET THIS IN A SIZE 6-I WANT IT SO BAD. IT IS SO BEAUTIFUL.
,"For the price, these are very good-looking pearls. My wife can't stand choker-length or snug fitting things around her neck, and this was just the right size for her.I wish they had a little 5-second video on how to open the clasp, as it's a little tricky at first, especially with my fat fingers. You have to pinch the two tiny tabs (and nothing else) on one side of the clasp, pull on those tabs until the hook catches on the end of the clasp, and finally thread it out of the clasp to get it undone.Like I said, my wife loves them. She's worn them a couple of times already since I gave them to her on Christmas and has even bought a pair of pearl earrings to wear with the necklace. I'd call that a home run gift."
2.0,The pearls were not well strung and looked like something that could be picked up in a dimestore (if they existed anymore). I returned them. The only good thing is Amazon's excellent return policy -- easy and quick and courteous.
1.0,"This product may very well be the most overpriced item available on Amazon. The cloth you receive will be the same cloth that you can get for free from Walmart at the eye glass department. It is extremely small, very thin and in my opinion -- not very impressive! Buy it if you have extra money to throw away on something you will likely not use."
1.0,I used this cloth to shine my sterling earrings. It was a waste of money! A towel or any soft cloth would do the same thing. The shipping and handlig was almost as much as the cloth! Don't waste your money like I did.
5.0,"This works great for cleaning off fingerprints etc, in between jewelry cleaning. Also works great for cleaning glasses!"
1.0,"The pearls are beautiful, but the posts are noticeably thinner than on other earrings. With less surface area to grip the pearl, one of them just fell out upon first use. The packaging is too cheesy for this price point: a fake-velour sachet sitting on a piece of styro-fluff. We sent ours back."
1.0,The earrings fell apart the third time my wife wore them and Amazon wouldn't refund them because it was past the 30-day return policy. Expensive junk.
1.0,Yeah I was kinda upset. I bought this ring for my roomate for Christmas and it Broke after the 3rd day. We lost the jewel and everything because it just fell out.
3.0,"I loved this ring so much but one of the marcasites is gone for good. That's so upsetting to me. While the price is outstanding, if the quality isn't up to snuff, it kind of doesn't matter. I had the same experience with losing a jewel from this company's eternity band. That jewel I found and was able to glue back in."
5.0,It is just a beautiful ring. Ordered sz 5 and fits perfect. I have small hands and the amethyst stone is just the right size. The stone looks lighter in the photo so I was happy when I opened the box and saw that it is darker.
4.0,I purchased this little ring to go with an Amethyst Necklace I gave to my niece for Christmas. It was really just the thing for the price. She is 16 and I think that is the limit for anyone who would wear this ring.
1.0,"This is not a rosary. It is just a necklace with a crucifix and medal attached. A Catholic rosary has 5 decades ( 1 Our Father, 10 Hail Marys) this has no spaces to designate the Our Father from the Hail Marys. It also has 17 extra beads on the rope, and 3 extra beads on the beginningjust after the crucifix."
5.0,I was surprised at how nice it looked considering it was not expensive. I gave it to my Mom and Mother-in-Law and they both loved it and put it on right away.
5.0,my children got this for there mother for mothers day absolutly beautifulland the shipper was fast it reached us just a few days time i would recommend getting this
4.0,this is a wonderful gift for your mom cheap but doesnt look cheap great buy
,"My mother loved it! I told her the price, and she was surprised it was so cheap, yet looked so expensive. Great stuff!"
5.0,
5.0,This item was GREAT! My mother loved it and has worn it 10 times since I gave it to her!
3.0,I recently won a necklace in a box that looked just like this one.. in a crane machine. I had the same issue with the chain.. I have a feeling this is the same type of necklace.
1.0,"Don't buy this piece of junk, yes it looks nice but after she wears it a couple times the cheap silver finish will come off and then make her neck turn green! Wow, what a gift! Do her a favor and save for something better or get her nothing cause this is just a waist of money."
1.0,"I ordered this for my mom to be delivered before Mother's Day, which it was promised. While the reviews were good, it did NOT arrive in time and I am still waiting for delivery. It is not only disappointing but it is embarrassing. My mom deserves better."
1.0,"I am Nat's mom. She ordered this product for ME with an Amazon gift card GIVEN TO HER for Christmas. That was going to be her Christmas gift to me. It never arrived. I helped her track it, and the response was that the USPS showed it was delivered and that we should check with our neighbors, and if they didn't have it then we had to file a claim with the USPS.VERY, VERY, POOR CUSTOMER SERVICE!My daughter is now out her money, and very sad she was not able to give me that Christmas prestent."
,My daughter absolutely loves this necklace. She is a new mother. I wanted to get her something special from her newborn son.
,
5.0,"I brought this as a Christmas present for my moms and they loved it. So did I, it really nice gift for mom."
4.0,My son gave this to his mother for Xmas. She loved it and is still under the impression that it must have cost much more
5.0,"I gave this to my... wait for it... MOM; for her Birthday! She wears it all the time, when my dad and I take her lunch when she works, I see her wearing it! If the light hits it just right, it is unbleiveable! Price= AwesomeLook= Even better!"
5.0,My mom loved it! It sparkles very nicely in the light. It is a very pretty necklace. It even comes in a very nice box.
5.0,its a cheap but pretty neckalcae to give to your mom butthebox it comes in is a little cleashayishy but is a nic gift for the price and its the thought that counts though the chain could be a little longer
5.0,"Beautiful necklace, picture doesn't do it justice!! Bought for my Mom as a gift and I was pleasantly pleased with this product!!"
5.0,"This necklace was really pretty! It looked pretty online, but when it arrived, I was pleasantly surprised at it's quality and how eye catching it is. The box it came in really enhanced it since I was giving it to my Mom for Christmas. I would definitely recommend this one!"
5.0,"Great look, fast shipping gave it a friend as xris gift since she is a great mother. she likes it Very much"
5.0,I loved my necklace. The pendant is beautiful. I wish the necklace would have been longer cuz I like them long.
5.0,It does not look cheap. It looks as if it is real. And it is absolutly perfect and exactly what I am looking for.
5.0,I bought this as a cute Christmas gift for my mom. The necklace is very pretty and the box is cute. The necklace was shipped and 2 days later I had it. I am happy with the product!
5.0,"I've seen it several places, and it is absolutely beautiful. The places I have seen it at have been insanely expensive (due to the real Austrian Crystals) so I would recommend this to anyone looking for a gorgeous item for their mother, daughter, wife, mother in law, etc... especially here, as it's a lot cheaper than anywhere I've seen it personally, AND gift wrapped/boxed? (Definately a great buy!)A great deal for a beautiful item for a loved one that will be cherished for generations."
4.0,"Necklace is great and comes in the box as shown. The quality is great, very fast shipping. I rated it 4 only because the chain ranges from 16&#34; - 18&#34; with or without extenders. I highly recommend this product to anyone."
5.0,"For the price, this necklace is breathtaking to look at. I can't wait until my mom opens this on christmas morning because after our house got flooded she has glued this family back together and she deserves a beautiful necklace! My grandmother said that my mom would cry when she saw it so i cant wait!"
4.0,"My husband and I bought this for his mother's birthday a few weeks ago, and she was absolutely over the moon with it. She lives in Florida and we're in New York, so like other posters, I had to rely on the reviews. They did not disappoint! I would recommend this gift for any mother for a birthday, holiday or Mother's day gift. Great value with a great presentation!"
5.0,"I ordered this product for my mom's birthday, I knew I wouldn't be in town the actual day of her birthday but I was hoping this would be delivered by the time I was hope on the weekend, not only did this product come within a resonable time it also is good quality and looks great. My mom was very pleased and for the price so was I. I would recommend this for anyone looking to give their mom a special gift."
4.0,"When my mom opened up the case, it was fantastic. She absolutely loved the gift, and that really is all that matters. The only thing I can say, is that the chain is a tad bit too short for my mom's neck size.. But that can be easily fixed with an extender. Overall an awesome product for mom."
5.0,"As advertised. My Mom loved it! I didn't see it myself, but she sent me a picture of it and it looked nice and shiny."
3.0,"It is kind of expensive for its quality.For less money I bought this and liked it more:""Mother I Cherish You"" Heartwarming 8x10 Qoutes/poem, Double-matted in Ruby Red/white and Enhanced with Flower Artwork."
3.0,"I got this from my son for Christmas. I did love how it looked and the message that went along with it. The message did make me tear up too. However, now I must go out and buy an new chain for it because I would rather do that then go through the hassel of exchanging it."
5.0,I am still receiving many compliments on this item. Not any on the matching bracelet but a lot on this item.
1.0,"Very Breakable, the chain broke in 2 days of my wife wearing it, company would not replace upon many attempts to contact"
5.0,"It was very easy to send this product to my Mom for Mother's Day. She was very happy with the product. Plus, it was nice that it came with a poem since I was unable to send a card with it. I would recommend this as a perfect gift for Mother's Day or to a new Mom."
5.0,The necklace was a birthday gift for my mother and she was pleased with it. It was nicely gift-boxed and shipped quickly.
5.0,Gave this to my daughter-in-law. This is her lst Mother's Day. She truly enjoyed it.
5.0,
4.0,"I bought this for my Mom as one of her x-mas gifts and she loved it! It was very pretty and shiny. The only thing I found wrong was it broke her out after a few times of wear. But all in all it's a nice piece of costume jewelery to wear for the evening, as long as it's taken off at night."
5.0,"This necklace came to me in a very nice box that looked like it was gift wrapped. When I opened it, I was in awe at the beauty of the necklace. Very much worth the money. Great gift for any mother!!!"
5.0,"I bought this for my Mom for Mother's Day. She lives 700 miles away and so I had to trust the reviews and hope she liked it. SHE LOVES IT! She called me when she received the package completely estatic! She still proudly wears my gift. I kinda felt ashamed for buying my Mom a cheap gift but times were hard and money was tight. Thankfully, the necklace does not look cheap or cheesy at all. I don't think she realizes how inexpensive it was either! ..... PRICELESS!....."
5.0,The presentation was perfect and it did not look cheap. My Mom loved the box and wears the necklace all the time - worth every cent!
4.0,"Very nice item. Although the price is cheap, the necklace looks to be from a fine jewelry store. Highly RecommendMOM Forever Crystal Infinity Circle Necklace - Gift Boxed"
5.0,"This Necklace includes an adjustable chain, and for the price it really looks nice. I purchased two for my mom and wife as sort of a stocking stuffer for mothers day and both were very happy, and wore them proudly.Nice item."
5.0,"my mom loved this! i got it for her for mother's day, and she wore it for the week after, telling all her friends and co-workers about it. great mother's day gift!"
5.0,"I bought this for my Mother for Mother's Day. She is 93 and has a lot of very nice, expensive jewelry. She absolutely loves this and wears it to church every Sunday. It looks much more expensive than it is. You can't go wrong!"
4.0,"I was given this necklace by my daughter via my husband. It is very sparkly, but the chain gives me some trouble. However, I do enjoy the pendant. I have a very active 2 year old that likes to play with my ""pretties."" She has broken several other pieces of jewelry and I enjoy the notion that this was less expensive and can handle a bit more abuse. I have received many compliments and no one realizes that it says mom until closer inspection. I gave this 4 stars only because of the chain being a bit cheaper. I love the pendant."
5.0,"My mom really like it, and the necklace looks really good in this great gift box.hmmm maybe the chain must be some more longer but it is ok as it."
3.0,I purchased this necklace for my mother-in-law for christmas and she seemed to really like it. I don't think the necklace looks cheap like the price but the box is kind of cheesy...
4.0,"My item arrived just in time. The necklace was very pretty, I bought it for my mother on mothers day, she loved it!"
3.0,i had this item under my wishlist&my friend got it 4me however necklace is very pretty the nice looking gift box it comes in was ruined due to the way it was packed which sucks when im wanting to give this to my mother im not wanting to give her what use to be a pretty box to a destroyed broken giftbox=[
5.0,"I am 23 and I bought this for my mom last christmas, she cried when she opened it. She wears it often. To others, and even to her at first, it appears just to be a trendy circle necklace. Once pointed out that it says mom all the way around, the usual reaction is ""aaaawwww, that's so sweet"" It's a great price and a great way to tell mom you love her."
3.0,I loved the necklace but after having it for just a couple weeks the color started coming off! It looks dull in color now.
2.0,This necklace is darling but the chain is extremely short. I placed it on my 6 year old's neck to get an exact idea about the length because it was choking me. It looked like it was made for a child lengthwise after seeing it on my own child. I had to take the necklace apart and add another extender to the other side of it so I could wear it comfortably.
5.0,this was a gift for my mom for her birthday and she loved it...she told me the box was soo nice and the necklace was breathtaking....the delivery was soo fast and as was the processing time as well...I was very pleased and was happy at the price as well...very happy customer
5.0,I received it in only 3 days and upon opening it was very happy. perfect condition and very pretty. :)
4.0,"My mom really likes this necklace and it's very pretty, but the chain it comes on snags. I've caught her struggling to fix her necklace several times. The pendant clings to the necklace a will wind up on her collar bone. She has to slowly pull it back down over the chain to center it. It really needs a better chain. But the pendant is nice."
5.0,"Since I'm only a girl, I'm writing my mom's opinon. ""I think it is very beautiful and sweet."" she said. Well that's all she said. So take my opinon, ""The ""mom""'s around the circle with crystal ""o""s, and the silver ""M""s give beauty in a mother's point of veiw. With the poem inside of the seemingly bow wrapped box helps bring tears to her eyes. The necklace shows elagance in a motherly way, that push the the pleased love tears down her cheaks, and causing her to hug her child or children in a mother tight squeeze."" I say. I'm a ten year old girl who's purchased this necklace for my mother and had these resultes on mother's day."
4.0,Fast shipping and the item is beautiful. You can't beat the price for this MOM Forever Crystal Infinity Circle Necklace - Gift Boxed.
5.0,
5.0,"This ring is astounding and you will not be disappointed with this piece. I received my ring yesterday and am very thrilled with the quality and craftmanship of the piece. I took this ring to the mall to compare it with their overpriced pieces and I am so excited about the deal that I was able to get on this ring. It is gorgeous and I saved a lot of money. All of the jewelers were in disbelief by the price that I paid, question the authenticity of it and were very snooty when I shared the price with them. I have to say that I am very happy that I have this ring, and have wanted it for a long time. The smaller carat weights cost more than this one, so if you can afford to get it, grab it and wear it like a queen."
5.0,"This ring is astounding and you will not be disappointed with this piece. I received my ring yesterday and am very thrilled with the quality and craftmanship of the piece. I took this ring to the mall to compare it with their overpriced pieces and I am so excited about the deal that I was able to get on this ring. It is gorgeous and I saved a lot of money. All of the jewelers were in disbelief by the price that I paid, question the authenticity of it and were very snooty when I shared the price with them. I have to say that I am very happy that I have this ring, and have wanted it for a long time. The smaller carat weights cost more than this one, so if you can afford to get it, grab it and wear it like a queen."
2.0,"I was told that the wide of this ring was 3/8"" and was 1/4"" I realize about that until I received it. I didn't get what I wanted. The ring its ok."
,"Actually, the fact that the ring turned your finger green PROVES that it is sterling silver. Most jewlery is covered with a Rhodium stain that prevents the reaction some people have with sterling silver jewelry causing a greenish hue to be left on skin afterwards. However, the stain is expensive, so if you buy fairly inexpensive silver jewelry, you can't expect it to be there. The good thing is that clear nail polish on the inside of the silver item works almost as well, and will prevent you from getting the green stains. I have the same problem with silver and it's what I do with all my stuff, works really well."
1.0,"The ring is beautiful.. This company is crap. Who sells a ring with the garnet stone with a chuck of it missing? Pitiful. If I had noticed it earlier, I would have petitioned for my money back."
5.0,I really like the ring. It lives up to my full expectations. It made a great gift. Customer service and delivery were outstanding!
3.0,"I love that this ring matches my great grandmother's antique garnet bracelet but one drawback is that the metal work, while gorgeous, is two toned. I don't know how to describe it. Halfway through the detailed part of the band it has bright silver work and then it has the silver metal work with a blackened background. I wish that all of the metalwork had the blackened background because it looks more antique that way and it matches my bracelet. In the picture all of the metalwork is the same, if it looked like the picture i would be so happy."
5.0,I bought this ring as a Christmas present for a friend and it is just so beautiful that I'm tempted to keep it for myself!
,"My daughter will love this ring, she had her 1st child last Jan, and wanted a ring with her daughters birthstone, this is delicate and classy and I can't wait till Christmas to give it to her. Excellant delivery time too."
2.0,"Although this ring is gorgeous, and very ornate (for such a small ring). There was one drawback. It turned my finger green. I only wear sterling silver or white gold jewelry, and I have many sterling silver rings, none of those rings have turned my finger green. This lead me to believe that the ring was not sterling silver as it states on the website. I would not recommend buying this ring, or any jewelry from the silver insanity company."
4.0,love this. never had to glue it as another customer mentioned. and it is a bit hard to fill but as long as i got some ashes in i was glad!!!
4.0,"Well let me start out bye saying the product is good. It does indeed do what its supposed to do the problem is the actually filling of it. I myself found it extremely hard to do because of the opening design but i managed to get it. All in all the product is worth buying... as long as you have the patience to fill it for whatever you hold dear to your heart, whatever it may be."
4.0,"This is a nice pendant. Slightly larger than some I have seen, but yet tastefully done. I did not glue it the first time I filled it, & my father ""came out"" at my job! I learned then to glue it, & enjoy wearing him around my neck, close to mt heart."
5.0,"The opening is pretty small. Which was a little frustrating considering what its for. If you are dealing with cremaded remains its not like what you think meaning the ""ashes"" being like ashes. Its more like really little stones or grit. Anyhow I was able to put a few peices in the with a smail picture that I rolled up extra tight. It was nice. I wore for a while but now it just hangs where I see it alot. It does tarnish."
5.0,
3.0,I bought this for my grandaughter to put some of my mom's ashes. The opening hole is very small and difficult to place the ashes.
5.0,so far so good :) my mom is using it for my grandmoms ashes and its fantastic. i have the angel wings and i love them but it is turning a bit.
4.0,"I ordered this for my daughter so she could keep a bit of her father's ashes close to her heart. It was, as noted before, hard to fill due to the small opening, but she loves the size and quality. She received it very quickly, and exactly as advertised! Oh, please do glue the top after filling."
1.0,"I bought these as part of my wife's Christmas gifts, but was unable to get them before Christmas. I thought they would look nice with the Byzantine bracelet I also purchased.They arrive very quickly, but when my wife tried to put them on, one of them has its post so large that she was unable to get it thru her piercing. I plan to return and exchange them for something with a little more quality control if its not too late. Otherwise she's stuck with them in her jewelry box, pretty but unwearable..."
5.0,These earings have big impact because of their size and the great shine. The detailing also grabs ones attention.
5.0,"I am not much into silver jewelries but this pair of sterling silver earrings are beautifully designed. They are light on the ears, unique, and casual but elegant. I am so thrilled to have purchased this pair of earrings."
5.0,These earrings were exactly as represented. They look lovely on and I have received many favorable comments.
5.0,"A very well made and good looking ring and like it says, it is large."
5.0,"I was looking for a ring that had clearly engraved celtic knotwork on it. I bought this ring and am perfectly delighted with it! The silver is slightly thinner than I had hoped, so I do worry that it might become misshapen quickly, but hopefully if I am careful that won't be a problem. Using Amazon's sizing chart worked perfectly too. I looked all over the Amazon site and this ring was the only one I found that was this styling... or at least the only one like this that didn't cost an arm and a leg."
4.0,"I love this ring.Bought it earlier last year, and I absolutley loved it!But a few weeks a go i took a bad fall and this thing bended a bit.. now today It bend enough to snap =/Beautiful ring, but be careful with it."
,
1.0,"This ring is gorgeous and so cute to look at, but it is truly PAINFUL to wear!!! It was cutting into my fingers after only a few minutes of wearing it. I bought it when it was $300 and I sent it back because it wasn't worth it to reset the diamonds in a less sharp setting."
1.0,"This ring is gorgeous and so cute to look at, but it is truly PAINFUL to wear!!! It was cutting into my fingers after only a few minutes of wearing it. I bought it when it was $300 and I sent it back because it wasn't worth it to reset the diamonds in a less sharp setting."
5.0,"This ring is absolutely beautiful and you wouldn't know that it's not real. It sparkles and shines in all the right ways, and the band is made of a great material, the only one I am not allergic to and it hasn't turned my finger green!"
1.0,"This ring is gorgeous and so cute to look at, but it is truly PAINFUL to wear!!! It was cutting into my fingers after only a few minutes of wearing it. I bought it when it was $300 and I sent it back because it wasn't worth it to reset the diamonds in a less sharp setting."
1.0,The necklace that arrived had a yellow/tan colored pearl instead of white. I was very disappointed and returned it.
5.0,I bought a few of these necklaces for my bridesmaids. They are so cute and went perfectly with their dresses. The pearls are just the right size and I had them wear small pearl studs to match. Everyone loved them and they are simple enough that the girls can keep wearing them with other outfits.
4.0,"This ring was very nice. Even better looking than the picture. It was good quality, good fit, and what a deal!"
5.0,"This is a pretty ring, and isn't too heavy, but has that substantial feel. I highly recommend this ring if you like floral..."
5.0,My order came quickly and was as I expected it to be. I would definitely order from here again.
5.0,"I purchased silver chain for an anklet. I don't take it off! Comfortable light and maintains such a sparkle. As a necklace I think the chain style would look heavier than it feels...not dainty. Perfect for anklet or bracelet, and if u want to wear just the chain around ur neck....or with a med to lrge pendant. Small looped pendants wont flow over to chain. I put my tiny double happiness symbol pendant right on the clasp, which looks really cool.....like a tiffany tag. Super fast delivery. Ordered at night & recvd in one day."
5.0,I got this in april and i really love it. it's durable but light and keeps a good shine. it's great for holding pendants
5.0,This item was shipped so fast I didn't even have a chance to anticipate the delivery date! Thanks $1mm!! The item was beautiful and arrive in perfect order.
5.0,This quality necklace chain was well worth the price and the service was excellent!!!!
5.0,"I love this brooch, it is my absolute favorite one to wear. It sparkles and shines brightly even after an entire year of wear. It is beautifully crafted and precious to me."
4.0,The pendant is beautiful as pictured and was wonderfully received. The color and clarity are as stated. The chain is extremely lightweight though. It is a shame a better chain was not attached. I recommend anyone purchasing this pendant to also spend a few dollars on a more durable chain.
,Excellent product. As advertised. My wife couldn't be more pleased with the quick cleaning time and excellent polish.
5.0,"This little machine does wonders on cleaning jewelry and watch bands. I never thought water alone would be sufficient, but it is. If you want clean jewelry, try this product. Still haven't tried my glasses in it yet, but I bet it will work great."
,
5.0,Used this to clean out 'clogged' spray nozzles on garden equipment. Also cleaning misc pieces for different applications.
4.0,My mother in law loved it and continues to gush about how much she enjoys using it.
